id,session,label,defect,n_samples,duration_s,n_estop,R01_mean,R01_max,R01_std,R01_rms,R02_mean,R02_max,R02_std,R02_rms,R03_mean,R03_max,R03_std,R03_rms,R04_mean,R04_max,R04_std,R04_rms,pred,anomaly_score,threshold,is_anomaly
2_15,2,NoNose,True,3007,300.687,0,470.8254073827735,695,56.42790293668834,474.1936456431492,1311.7219820419023,1385,15.158066884632271,1311.8095321931878,1808.5620219487862,9763,1598.4268122686371,2413.5068236686034,566.8337213169272,851,61.65361803106271,570.1757379367283,NoNose,9.780395728682327,6.301385147702073,True
2_2,2,Normal,False,2952,295.199,0,492.824864498645,725,45.70386480593503,494.9388676630451,1314.7967479674796,1373,14.863276685374158,1314.8807286683102,1904.6521002710026,9719,1728.3912168480426,2571.774455757593,570.9525745257453,851,57.43300536447723,573.8329679164057,Normal,4.341926213550908,6.301385147702073,False
2_3,2,Normal,False,2949,294.9,0,488.2441505595117,667,51.008181067549636,490.9005019497468,1313.3848762292303,1364,15.868546728182968,1313.4807035104875,1888.9298067141403,9309,1672.3496560040614,2522.6693824512563,571.1312309257376,851,57.87416815615178,574.0550204441362,Normal,5.311448598974801,6.301385147702073,False
2_4,2,Normal,False,3050,304.777,0,490.7754098360656,813,45.3422796148901,492.8648406485707,1313.0937704918033,1355,14.749856791910808,1313.1765825848329,1889.495081967213,10429,1720.249987403698,2555.089320308411,569.2918032786886,845,59.96618784649876,572.4403217517204,Normal,6.000662176600116,6.301385147702073,False
2_5,2,Normal,False,3025,302.28,0,491.25388429752064,716,47.42730798403247,493.53721723228574,1313.3014876033058,1387,15.597778332950842,1313.3940793239879,1889.027438016529,9930,1636.028540649881,2498.825569034944,570.294214876033,831,60.44130080370561,573.4870832989561,Normal,5.280327481502829,6.301385147702073,False
2_6,2,Normal,False,2950,294.981,0,491.4725423728814,658,44.914270759386426,493.51987578679154,1314.6006779661018,1373,14.726183980355708,1314.6831289293725,1886.1183050847458,9221,1668.6959438958538,2518.14306583244,571.762033898305,894,63.55445580839786,575.2822116586324,Normal,4.060452537509994,6.301385147702073,False
2_7,2,Normal,False,2953,295.183,0,484.60853369454793,626,47.96519269584164,486.9756785996388,1313.3924822214697,1382,15.983944700208012,1313.4897077352557,1877.8411784625805,9151,1636.986086479708,2491.004512414001,575.7653233999323,896,59.825350966494796,578.864032598064,Normal,4.6104884965523825,6.301385147702073,False
2_8,2,Normal,False,2954,295.315,0,484.6350710900474,633,44.41334724711569,486.6652132525142,1313.536222071767,1364,15.380627625111302,1313.6262369175688,1854.1184834123223,9239,1602.5135558738655,2450.4970313682797,581.190250507786,866,59.28831526984281,584.2054618587011,Normal,5.426251385126403,6.301385147702073,False
2_9,2,Normal,False,2951,295.21,0,479.65774313791934,734,46.44044234219508,481.89992155542035,1312.6360555743815,1363,15.231336161013314,1312.7243920107035,1891.4971196204676,9717,1680.3106855301953,2529.8712572202394,579.099966113182,807,58.591187831654985,582.0554395708268,Normal,4.062602037434075,6.301385147702073,False
3_1,3,NoNose,True,2952,295.101,0,446.4583333333333,603,50.78378855774618,449.3363583557193,1311.7269647696478,1377,15.813766352031505,1311.822251906182,1819.39972899729,9837,1621.4369390490342,2436.8796685454513,602.6314363143631,864,58.31705894372729,605.4456006436527,NoNose,9.60139873919163,6.301385147702073,True
3_10,3,NoNose,True,2945,294.414,0,426.4013582342954,578,48.652220762377276,429.1670457303506,1309.4193548387098,1357,15.09563148519751,1309.5063373417481,1840.8774193548388,9974,1690.6278948729926,2499.2162407436067,610.9307300509338,888,58.62424059989055,613.7360927231147,NoNose,12.958506608411895,6.301385147702073,True
3_11,3,NoNose,True,3792,379.21,685,477.082805907173,742,106.94035740508338,488.9184265786075,1315.0163502109704,1373,18.9655798004912,1315.1530708185812,1719.8022151898733,9824,1431.9888899239318,2237.8049674306703,556.8127637130801,891,123.52808518575337,570.3469274187718,NoNose,71.89523400619274,6.301385147702073,True
3_2,3,NoNose,True,2948,294.699,0,449.3354816824966,633,46.7142262852905,451.7564098042062,1311.4572591587516,1359,14.67909897126104,1311.5393800624308,1812.9246947082768,9385,1604.9846648621167,2421.1150155638775,604.5284938941655,918,61.10306203063095,607.6076181542471,NoNose,8.875024541506425,6.301385147702073,True
3_3,3,NoNose,True,2947,294.597,0,442.6128266033254,663,48.85318639031538,445.29982960055156,1310.578554462165,1365,15.516526072058701,1310.6703736256368,1828.9793009840516,10078,1652.3517429190692,2464.651113160438,605.6861214794707,874,58.45424186355231,608.4993152789443,NoNose,10.141225600596707,6.301385147702073,True
3_4,3,NoNose,True,2946,294.519,0,442.26578411405296,643,48.87934242399967,444.9577540837023,1309.8530210454853,1365,14.95731740691164,1309.9383886829494,1807.4059742023082,9158,1584.6796809311802,2403.5543749624685,606.5604209097081,867,58.26325055343185,609.3512930180615,NoNose,9.849571689360676,6.301385147702073,True
3_5,3,NoNose,True,2978,297.714,0,439.68401611820013,822,47.47910333326949,442.239236511501,1309.6927468099395,1365,15.443590542949472,1309.7837666754801,1832.4116856950973,9977,1672.1923694804534,2480.5283600332978,608.4257891202149,851,59.23227366619175,611.3012555059986,NoNose,12.602629426004137,6.301385147702073,True
3_6,3,NoNose,True,2946,294.51,0,420.11065852002713,605,51.10827391185029,423.2069640489768,1306.5332654446706,1390,16.582143524477083,1306.638453383914,1823.6401900882552,9941,1651.0022709482348,2459.785922415618,615.347589952478,928,56.26750342389575,617.9139209578547,NoNose,13.22306294042688,6.301385147702073,True
3_7,3,NoNose,True,2947,294.607,0,427.7879199185613,623,47.96940658456233,430.46810286081643,1307.487614523244,1359,15.62093719540855,1307.5808934860743,1813.0461486257211,9995,1609.3093648983995,2424.0738749058405,614.480827960638,887,59.470039199439036,617.3509321258651,NoNose,11.36838820238154,6.301385147702073,True
