id,session,label,defect,n_samples,duration_s,n_estop,R01_mean,R01_max,R01_std,R01_rms,R02_mean,R02_max,R02_std,R02_rms,R03_mean,R03_max,R03_std,R03_rms,R04_mean,R04_max,R04_std,R04_rms,pred,anomaly_score,threshold,is_anomaly
3_8,3,NoNose,True,2951,295.165,0,432.95188071840056,623,47.68460351689415,435.5690323065211,1309.7570315147407,1360,14.91947642553943,1309.8419740373974,1848.2084039308709,10562,1718.173937726298,2523.290630216986,615.2961707895629,900,57.73704021207548,617.9982313578001,NoNose,14.413672242343981,6.301385147702073,True
3_9,3,NoNose,True,2947,294.546,0,430.9915167967425,817,49.15917862566467,433.78507623605157,1309.7587376993554,1359,14.974196662382957,1309.8443042816618,1833.6165592127588,9997,1660.1532130105797,2473.3222902969346,611.3579911774686,865,57.764743166205,614.0799839362875,NoNose,13.02505916456364,6.301385147702073,True
4_1,4,NoNose,True,4459,446.007,1311,524.0955371159453,771,128.8145499101261,539.6902806362476,1319.4411302982733,1377,20.419870954839897,1319.59909591525,1672.9793675712042,9879,1354.3357634922268,2152.3647393203937,502.46243552366,850,144.07266191304694,522.7052476862416,NoNose,116.35318738040102,6.301385147702073,True
4_10,4,NoNose,True,3569,356.891,0,443.40739702998036,629,50.76679857589303,446.30333345439817,1312.0546371532641,1383,15.700392958678659,1312.1485450004584,1735.924068366489,9783,1453.4259994126448,2263.9098081021407,605.2673017652004,901,57.663247970543004,608.0070929726654,NoNose,11.402631873984033,6.301385147702073,True
4_11,4,NoNose,True,2948,294.708,0,443.85990502035276,664,44.55259295994833,446.0895375469139,1310.990502035278,1362,15.164673892225506,1311.0781768273976,1832.5193351424696,9583,1662.9474882853851,2474.3854600043906,601.5240841248304,1078,88.30754417568022,607.96940785039,NoNose,10.810388526274206,6.301385147702073,True
4_12,4,NoNose,True,2953,295.189,0,439.20318320352186,620,51.207367389455136,442.1772751223302,1310.6071791398579,1368,15.644404783085143,1310.7005159581715,1839.4910260751778,9991,1687.9992351970457,2496.4181852889787,598.0921097189299,1183,112.93032564636925,608.6568092218498,NoNose,14.116815134972532,6.301385147702073,True
4_13,4,NoNose,True,2947,294.601,0,446.54767560230744,662,45.60467265775072,448.8695879919827,1310.357312521208,1382,15.367292635046358,1310.4473892633562,1840.862911435358,9917,1690.5687458742666,2499.165687930925,588.4166949440108,1257,134.97985856966596,603.69494506608,NoNose,14.105075734225709,6.301385147702073,True
4_14,4,NoNose,True,2946,294.498,0,444.07501697216566,638,47.591379072832524,446.6170521177651,1309.6866938221317,1362,14.678441491427453,1309.7689183531752,1824.1765105227428,9993,1634.4893069304946,2449.1362547708795,591.3662593346911,1241,104.20516821105379,600.4740492664927,NoNose,13.560753670293202,6.301385147702073,True
4_15,4,NoNose,True,2946,294.717,0,446.4826883910387,629,46.09714263693167,448.8552286576141,1310.0349626612356,1374,15.077765580093384,1310.121698637575,1831.5468431771894,9956,1662.9642403035102,2473.6764521151126,587.8591310251188,1295,144.79526502611012,605.4229183368615,NoNose,14.229406232493064,6.301385147702073,True
4_2,4,NoNose,True,3055,305.39,0,450.6523731587561,625,47.109296277637846,453.1071846545775,1309.488379705401,1360,14.876388044284129,1309.5728506134471,1796.0242225859247,9690,1573.7422907548712,2387.7933565499943,591.8052373158756,887,59.75837375513327,594.8136962312003,NoNose,7.855772831665397,6.301385147702073,True
4_3,4,NoNose,True,3095,309.339,0,437.23521809369953,682,50.89210852536625,440.1861036150869,1307.5486268174475,1376,15.765394090497464,1307.6436360250577,1802.2445880452342,9947,1611.7496956408788,2417.640027603255,608.6898222940226,973,60.11777449109006,611.6504547834764,NoNose,11.845226312013546,6.301385147702073,True
4_4,4,NoNose,True,2949,294.78,0,438.8257036283486,655,46.76931903945331,441.31012410300394,1308.690403526619,1370,15.111933543413876,1308.7776225845605,1808.5113597829773,9477,1583.9997808038522,2403.937983479693,611.6052899287894,997,59.74745175321782,614.5157265376442,NoNose,11.186245603856849,6.301385147702073,True
4_5,4,NoNose,True,3003,300.019,0,438.0755910755911,650,47.64425775205358,440.65796587653205,1310.2017982017983,1378,15.182124538183322,1310.289728327736,1837.5361305361305,9769,1695.9548505310863,2500.3687907140998,614.3856143856144,917,58.64375294670385,617.1771445100893,NoNose,13.472108443361664,6.301385147702073,True
4_6,4,NoNose,True,2946,294.493,0,442.11575016972165,645,45.13390576540866,444.4127749380904,1311.0376782077394,1365,15.135772822021481,1311.1250159827023,1832.7773251866938,9873,1657.248134077494,2470.751268395575,609.3584521384929,881,58.316318731592354,612.1416191099668,NoNose,9.983226189653282,6.301385147702073,True
4_7,4,NoNose,True,2947,294.603,0,434.27553444180523,657,51.900546788736975,437.3648277294153,1310.7366813708857,1362,15.894997278194088,1310.8330225845189,1838.2986087546658,9880,1682.9619251653048,2492.1359346545973,604.8971835765185,860,60.240792696977735,607.8884144295666,NoNose,12.21769640577883,6.301385147702073,True
4_8,4,NoNose,True,2953,295.415,0,436.9508973924822,592,47.282528414481284,439.5008158718807,1310.2421266508636,1354,15.463983413393182,1310.3333485236883,1833.8107009820521,9905,1668.225029498521,2478.889673464091,605.3051134439553,890,58.23039143537043,608.0986026948183,NoNose,10.665665128561779,6.301385147702073,True
4_9,4,NoNose,True,2953,295.092,0,443.6779546224179,638,46.730925324915965,446.13133412427356,1310.1872671859126,1370,15.363806777219434,1310.2773148155638,1840.5130375888928,9777,1691.9396427346926,2499.835712380446,602.9319336268202,912,59.36433635138219,605.8463894524727,NoNose,11.25014783622041,6.301385147702073,True
5_1,5,NoNose,True,2953,295.135,0,451.1134439552997,688,52.5726139856633,454.16547986601785,1313.9607179139857,1474,16.616300353111228,1314.0657427084222,1808.143921435828,9706,1570.9818063831676,2395.105952111972,576.6132746359634,1293,144.42906516478862,594.4203558350665,NoNose,15.219752940112196,6.301385147702073,True
5_10,5,NoNose,True,2998,299.697,0,432.1464309539693,602,51.16401073930777,435.1636710638223,1309.4773182121414,1362,15.62028528949884,1309.5704482154545,1798.6454302868578,9175,1567.7438928635877,2385.8177795712336,597.4392928619079,1354,138.19124539590425,613.2080879326941,NoNose,16.802064685994747,6.301385147702073,True
5_100,5,AllMissing,True,2947,294.608,0,390.21106209704783,546,46.162015517501295,392.93114100880643,1305.2443162538175,1351,14.85291192437184,1305.3287935408043,1510.7231082456735,8763,1001.4968847692037,1812.4403370122411,16.761791652527993,1411,741.037387472882,741.1012278095857,AllMissing,48.106571677044464,6.301385147702073,True
5_101,5,AllMissing,True,3387,338.722,0,396.7915559492176,534,45.93663564668586,399.44097229182495,1307.9282550930027,1361,15.72423276846916,1308.02274405556,1488.4233835252435,8390,892.2976942108072,1735.3282887843814,13.066430469441984,1478,746.4435742012752,746.4477451216694,AllMissing,89.09973609458757,6.301385147702073,True
5_102,5,AllMissing,True,2940,294.016,0,396.3431972789116,582,43.73203500864252,398.74775285656875,1307.668707482993,1362,15.226332837118116,1307.7573210975934,1514.8704081632652,8774,999.4135714372131,1814.7506999754055,12.431632653061225,1465,751.0376746365197,751.0128347046783,AllMissing,49.887981977418114,6.301385147702073,True
5_103,5,AllMissing,True,2945,294.369,0,389.8879456706282,594,46.06973912966415,392.599427351259,1307.3018675721562,1374,15.183307478763814,1307.39000589122,1505.8916808149406,8413,949.2224335804677,1780.0075934101021,28.940916808149407,1473,760.78159799668,761.2027876137657,AllMissing,68.05450614824804,6.301385147702073,True
5_104,5,AllMissing,True,2941,293.98,0,386.84359061543694,557,46.039313471491134,389.5726649441363,1306.7079224753486,1377,15.34614340755176,1306.7980022563252,1511.6310778646719,8803,997.0328723487715,1810.7360543390937,20.193811628697723,1430,741.9863604022081,742.1349964401197,AllMissing,50.03025069897636,6.301385147702073,True
5_105,5,AllMissing,True,2946,294.674,0,386.2033265444671,551,48.13940286060729,389.190987710583,1305.847929395791,1355,14.882743421100395,1305.9327071383345,1504.6052274270196,8400,953.9491805166134,1781.4452081193988,47.29090291921249,1419,756.2751872237077,757.624209600989,AllMissing,65.55778880366702,6.301385147702073,True
5_106,5,AllMissing,True,2945,294.497,0,378.169779286927,526,47.161173948981656,381.098154096851,1305.0057724957555,1352,14.502212418680793,1305.086322431701,1511.7762308998301,8751,996.7845351374519,1810.7206861897794,27.595246179966043,1447,751.3216962671459,751.700813763404,AllMissing,50.25514006231991,6.301385147702073,True
5_107,5,AllMissing,True,2948,294.811,0,338.86906377204883,612,47.09114201344352,342.1243426114649,1300.7717096336498,1349,15.345399624802052,1300.8621917768894,1502.2523744911805,8381,948.7296305343677,1776.6667630634113,32.61804613297151,1413,758.2704450514086,758.8431762088247,AllMissing,67.95757693375266,6.301385147702073,True
5_108,5,AllMissing,True,2947,294.508,0,337.78520529351886,487,47.14697676963926,341.05854052117854,1300.3678316932474,1362,15.45480754283894,1300.459637101396,1510.406854428232,8778,999.6665223293733,1811.166176781844,39.65490329148287,1414,750.1472247525958,751.0675223587946,AllMissing,49.226657830343214,6.301385147702073,True
5_109,5,AllMissing,True,2940,293.988,0,341.3061224489796,536,47.20562510020418,344.5540339524777,1301.3340136054421,1362,15.927446919572297,1301.4314473858767,1505.1612244897958,8406,953.2519712617382,1781.5416229832433,27.025850340136053,1423,765.3462803851684,765.6932082209207,AllMissing,66.64193153679454,6.301385147702073,True
5_11,5,NoNose,True,3130,312.905,0,440.41182108626197,608,49.63706618006814,443.1993042894852,1310.5217252396167,1394,15.388076953635313,1310.6120362581235,1633.6549520766773,8886,1247.5405241239637,2055.4047345968615,595.9421725239616,1361,147.0995563993369,613.8228077361778,NoNose,19.686472145286576,6.301385147702073,True
5_110,5,AllMissing,True,2944,294.409,0,347.5139266304348,598,45.072228170974064,350.42366487566346,1303.4949048913043,1359,15.02020299417402,1303.5814117050513,1513.7877038043478,8737,995.2158550466397,1811.538401121106,32.69429347826087,1424,743.728110375333,744.3201828828364,AllMissing,52.20643787156376,6.301385147702073,True
5_111,5,AllMissing,True,3573,357.218,0,346.64875454799886,522,47.58948130575931,349.8992482230862,1303.3851105513575,1353,15.122734973168113,1303.4728150264639,1483.2776378393507,8385,865.5139225381048,1717.2702877688905,-0.11335012594458438,1473,766.2025107894709,766.0952904975895,AllMissing,102.54559978880354,6.301385147702073,True
5_112,5,AllMissing,True,2945,294.387,0,342.906960950764,496,46.81164017648176,346.08636124488976,1302.9820033955857,1353,15.29559344156375,1303.0717466471358,1511.8200339558573,8755,997.685569432816,1811.2532462086929,31.61188455008489,1420,760.6155431926234,761.1431330113874,AllMissing,50.392399231034915,6.301385147702073,True
5_113,5,AllMissing,True,2946,294.719,0,350.8414799728445,559,45.28973682689803,353.751619188875,1302.693143245078,1350,14.951586858034895,1302.7789142923596,1504.6564833672776,8379,951.3139390595269,1780.0792532910675,39.457569585879156,1432,745.99686640402,746.9131947117331,AllMissing,67.29241599708931,6.301385147702073,True
5_114,5,AllMissing,True,2992,299.034,0,352.1965240641711,509,43.800856456951955,354.908812759463,1302.5304144385027,1350,14.985440747557648,1302.6165855373993,1509.384692513369,8819,988.8487262890226,1804.3661328502608,3.392379679144385,1383,743.5689680269907,743.4524378912326,AllMissing,53.064584026489804,6.301385147702073,True
5_115,5,Normal,False,3083,308.283,0,354.9189101524489,505,43.27583730667504,357.5466730634589,1302.300032435939,1348,14.890771131538967,1302.3851341387806,1854.4748621472593,9657,1609.7180003012254,2455.4894781610683,12.16931560168667,1463,750.5735214935193,750.5504460761398,Normal,3.30156434182643,6.301385147702073,False
5_116,5,Normal,False,2950,294.902,0,344.7708474576271,498,49.204327213241626,348.2630936129773,1300.7935593220338,1377,16.32616514175063,1300.8959748143338,1889.8328813559322,10210,1703.2956972146833,2543.9538298629905,39.952881355932206,1438,747.5252319130979,748.4656193772901,Normal,5.636389363486537,6.301385147702073,False
5_117,5,Normal,False,2950,294.878,0,346.78169491525426,587,51.21636565652834,350.54210994894413,1300.9854237288137,1352,15.206573211732836,1301.074261615104,1878.6369491525425,9539,1651.4363176383258,2501.1185915810834,31.915254237288135,1422,755.8760977044419,756.4215630301328,Normal,4.047100957872204,6.301385147702073,False
5_118,5,Normal,False,2948,294.912,0,352.5939620081411,511,48.97699636804066,355.978137716189,1302.6289009497964,1348,15.514652789667647,1302.7212581326726,1869.7727272727273,9427,1619.3058856546122,2473.3200631957816,31.22862957937585,1399,753.1210121054078,753.6405559130696,Normal,2.43540491267912,6.301385147702073,False
5_119,5,Normal,False,2949,294.924,0,350.9881315700237,516,48.50389409525082,354.32259097333747,1303.4760935910479,1354,15.556475271163993,1303.5688890209042,1859.637504238725,9404,1580.716164948316,2440.5056749523033,22.044760935910478,1402,754.2466494272081,754.4408995219453,Normal,1.878890772300049,6.301385147702073,False
5_12,5,NoNose,True,2942,294.203,0,437.94221617946977,588,44.00469889576189,440.14672558226374,1311.196464989803,1359,14.733013758286795,1311.2792066207103,1653.2277362338546,8906,1295.4294405207131,2100.173558591447,601.7535690006798,1342,126.22222640163235,614.8446900331811,NoNose,17.732357114439836,6.301385147702073,True
5_120,5,Normal,False,2952,295.087,0,344.2367886178862,539,46.48077795534941,347.35960832144104,1302.5186314363143,1373,15.276076530145549,1302.6081777349232,1870.9949186991869,9368,1623.222912759744,2476.8088430587854,36.00677506775068,1370,754.5924719120804,755.3233724829189,Normal,2.774948916917064,6.301385147702073,False
5_121,5,Normal,False,3505,350.498,0,339.8747503566334,502,47.03106672481034,343.11242485706947,1301.0502139800285,1349,15.492091463967794,1301.1424194608364,1785.6873038516405,9437,1476.2329553225768,2316.747963625194,10.522681883024251,1400,753.3741063225364,753.34012149829,Normal,3.116995533691986,6.301385147702073,False
5_122,5,Normal,False,3044,304.15,0,340.36859395532196,528,47.127777578773404,343.61472251573616,1300.77135348226,1392,15.472542141164332,1300.8633421516681,1854.0180683311432,8909,1597.3527909883155,2447.05552010218,4.650131406044678,1397,748.7887509981763,748.6801880520168,Normal,2.9014116502801666,6.301385147702073,False
5_123,5,Normal,False,2951,295.006,0,345.3212470349034,553,46.174559940497694,348.39364394601944,1299.7411047102678,1347,15.512971106203782,1299.8336470474255,1854.4798373432734,8961,1562.222279432745,2424.6251043501975,5.358522534733988,1419,762.5995529750072,762.4891608631242,Normal,2.341501823212024,6.301385147702073,False
5_124,5,Normal,False,3151,315.094,0,349.99587432561094,526,45.61547685824575,352.95498781167004,1301.6467788003808,1348,14.689763899739942,1301.7296406866067,2020.107267534116,9126,1757.4879894140008,2677.4273391556803,42.532211996191684,1394,735.5755031181061,736.6875835005703,Normal,7.350152764880048,6.301385147702073,True
5_125,5,Normal,False,2953,295.199,0,348.52455130375887,573,47.85020123406385,351.7928783508576,1300.2065695902472,1344,15.298232098361847,1300.2965355092529,1861.9177108025738,9009,1599.7867715518078,2454.6259577131173,17.71385032170674,1389,764.3997430728671,764.4755579921148,Normal,3.1324985052718906,6.301385147702073,False
5_126,5,Normal,False,2951,295.102,0,347.704845814978,503,48.588126891404265,351.0821355124385,1300.945103354795,1349,15.313903140759654,1301.035202483906,1870.169434090139,8911,1625.4217944664165,2477.6267745064574,47.10708234496781,1529,752.5745213760559,753.9201305170964,Normal,4.740881788218702,6.301385147702073,False
5_127,5,Normal,False,2949,294.631,0,354.65412004069174,556,46.7353732857738,357.71916264271334,1301.8111224143777,1351,15.163690689514725,1301.8994039424697,1873.337402509325,9893,1634.9322073676615,2486.2602309994777,23.480840963038318,1390,733.5644317289382,733.8158154933421,Normal,3.0628482810669535,6.301385147702073,False
5_128,5,Normal,False,2953,295.228,0,355.3264476803251,483,47.558775875219695,358.49401060315347,1303.4859464950898,1369,16.130015309834963,1303.5857094943808,1872.3697934304098,10030,1634.638046816727,2485.3380717419477,11.637656620386048,1411,727.9170524132298,727.8868305327325,Normal,3.9579017965964267,6.301385147702073,False
5_129,5,Normal,False,2950,294.933,0,358.484406779661,537,42.66572135182177,361.01359615694463,1303.491186440678,1351,14.953202356506605,1303.5769235427651,1845.0084745762713,8742,1533.8568520519393,2399.161433232842,43.93491525423729,1377,754.2556171124298,755.4064897429481,Normal,3.8137791586259953,6.301385147702073,False
5_13,5,NoNose,True,3208,320.79,0,432.17861596009976,599,47.927072279316974,434.8271430427076,1310.0561097256857,1368,15.592246402601644,1310.1488667294716,1626.738778054863,8763,1223.9226928443024,2035.632298969654,602.9120947630922,1295,135.78211375882398,618.008114268531,NoNose,20.11789394976152,6.301385147702073,True
5_130,5,Normal,False,2952,295.159,0,354.1588753387534,518,44.75778590753425,356.97491476243493,1304.0040650406504,1355,14.976587978190809,1304.0900367107474,1850.0785907859079,8909,1564.642301704429,2422.8221190019717,46.671747967479675,1400,743.6708586186389,745.0082225678901,Normal,3.101406913274339,6.301385147702073,False
5_131,5,Normal,False,2951,294.998,0,351.5530328702135,490,45.18410343816113,354.44385491836846,1302.5818366655371,1351,15.127301465974206,1302.6696430467787,1848.173161640122,9108,1551.3816960870831,2412.8227492816445,32.97221280921721,1395,751.979671047222,752.5748943029344,Normal,2.1809087679401964,6.301385147702073,False
5_132,5,Normal,False,2951,295.028,0,353.63741104710266,499,46.674291656478665,356.70319563042653,1302.2656726533378,1349,15.42485021919734,1302.3569892890287,1859.051169095222,9190,1612.1435686239026,2460.527873127184,29.206709589969503,1464,745.1470881774771,745.5930929927772,Normal,3.0097168501257903,6.301385147702073,False
5_133,5,Normal,False,2949,294.799,0,353.2682265174636,567,47.01727804193281,356.38225921465755,1302.636486944727,1346,15.407142016070804,1302.7275680854043,1854.7192268565616,8817,1566.865892065342,2427.8013974163355,28.118345201763308,1443,749.5315329546355,749.931767439899,Normal,2.055934164179853,6.301385147702073,False
5_134,5,Normal,False,2951,294.981,0,353.95899695018636,531,45.611439386690634,356.88467316822727,1303.732971873941,1350,14.579525716364161,1303.8144624488107,1849.4605218569977,8821,1560.699832935755,2419.806351911716,14.29278210776008,1597,754.8177692384129,754.8251971672313,Normal,5.556585961173789,6.301385147702073,False
5_135,5,Normal,False,2950,294.977,0,347.38881355932205,524,49.81378355258196,350.9409632132119,1303.071186440678,1361,16.017020563362628,1303.1695879336864,1847.564745762712,8825,1544.261843277043,2407.7856512515564,19.41898305084746,1425,752.5629377615438,752.6859164442758,Normal,2.345016971690055,6.301385147702073,False
5_136,5,Normal,False,2952,295.411,0,345.8529810298103,531,46.75610740560509,348.99810530542294,1302.115514905149,1365,15.606170627223044,1302.2090017405394,1854.460027100271,8950,1573.3893693288956,2431.8177352116613,22.414972899728998,1420,748.0182947298085,748.2274100257362,Normal,1.4267915444350965,6.301385147702073,False
5_137,5,Normal,False,3176,317.3,0,343.52644836272043,495,46.025120762564775,346.5949588369454,1301.8268261964736,1348,14.713652714112671,1301.9099465078684,1884.3129722921915,9263,1642.9891904605608,2499.83977811516,53.60421914357683,1404,752.4046447556725,754.1935525265011,Normal,3.208966064813883,6.301385147702073,False
5_138,5,Normal,False,3120,312.314,0,342.57371794871796,497,44.18858071081519,345.4109972934881,1301.4208333333333,1354,15.054953796128688,1301.5078810453192,1835.861858974359,8970,1558.664550702393,2408.120695009029,24.801602564102563,1397,748.0244101473791,748.3156404595659,Normal,2.7542536396702375,6.301385147702073,False
5_139,5,Normal,False,3053,304.991,0,341.91647559777266,491,46.00186510150412,344.996166258481,1300.8300032754667,1347,15.144398586664266,1300.918127749188,1828.029479200786,8761,1515.0861114408276,2374.1157981709307,22.66000655093351,1380,742.0513646291397,742.2757865301251,Normal,2.4877241132447345,6.301385147702073,False
5_14,5,NoNose,True,3014,301.5,0,428.21665560716656,588,47.54670184410705,430.84735456189054,1309.963503649635,1377,15.231894688406044,1310.0520274142486,1654.3171864631718,9192,1319.549905005031,2115.9866722673387,603.4638354346383,1301,116.09719533523221,614.5263928087442,NoNose,17.50724780109016,6.301385147702073,True
5_140,5,Normal,False,2949,294.8,0,343.0840963038318,486,45.0268167650204,346.0251780904089,1301.3723296032554,1348,15.189878955800392,1301.4609461827092,1853.3272295693455,8889,1574.340706189963,2431.5694536941264,28.615801966768394,1404,753.1683298853872,753.5841291285705,Normal,2.3169132212758266,6.301385147702073,False
5_141,5,Normal,False,2950,294.901,0,340.96474576271186,475,46.20171297668629,344.0796892325568,1300.0589830508475,1369,15.18268696137004,1300.1476051795955,1865.9169491525424,9413,1616.325608991047,2468.4547675260396,14.004406779661016,1390,741.6670130668613,741.6735247318294,Normal,2.4984909184768997,6.301385147702073,False
5_142,5,Normal,False,2952,295.098,0,340.69850948509486,497,47.77440375520429,344.0306597542558,1300.5182926829268,1385,15.81163489651482,1300.6143750974104,1851.5325203252032,9055,1571.3474919055539,2428.2646451719115,21.644647696476966,1396,752.9638026160093,753.1473435327649,Normal,1.9034271142364294,6.301385147702073,False
5_143,5,Normal,False,2948,294.701,0,342.56105834464046,499,46.322177731759105,345.67773283746124,1300.4918588873813,1347,15.190128648302624,1300.5805383638078,1847.302578018996,8814,1545.1046712868929,2408.124880544717,48.07937584803256,1403,748.9841425678768,750.3989481676572,Normal,2.5498950554308815,6.301385147702073,False
5_144,5,Normal,False,3134,313.292,0,342.77568602425015,506,45.58753345947009,345.79290191482784,1301.3947032546266,1342,15.397787033827571,1301.485762447374,1981.5188257817485,8853,1680.9113644466347,2598.2644823722953,46.086790044671346,1410,758.8403567332568,760.1177145763432,Normal,6.610856030058224,6.301385147702073,True
5_145,5,Normal,False,2951,295.035,0,339.7380548966452,491,44.89817676429259,342.6909819583148,1302.847509318875,1347,15.17184478904524,1302.9358155374996,1842.2738054896645,8840,1530.2300612193505,2394.740762494491,23.05557438156557,1471,749.3630078863029,749.5906799007734,Normal,2.574277688756854,6.301385147702073,False
5_146,5,Normal,False,2950,294.988,0,338.42033898305084,511,47.953453113768816,341.79976594491694,1301.4501694915255,1357,15.616310943551124,1301.543825681445,1852.2986440677967,8961,1566.850849388704,2425.943041445735,19.32033898305085,1423,734.2756202061888,734.4053346709978,Normal,2.5540054223867643,6.301385147702073,False
5_147,5,Normal,False,2949,294.752,0,334.9128518141743,524,46.7935816310059,338.16492291463493,1300.113936927772,1348,15.827253057498273,1300.2102391492194,1826.461512377077,9308,1516.2158041037094,2373.6243310396358,48.71414038657172,1453,744.7093811830883,746.1749585967716,Normal,3.390107228393749,6.301385147702073,False
5_148,5,Normal,False,2947,294.668,0,335.8266033254157,512,46.640608551148674,339.0488397132372,1299.7197149643705,1348,15.296376008566254,1299.8096926821106,1872.6304716661011,10025,1642.8354649082276,2490.931037311825,19.602646759416356,1379,743.5957449726275,743.7279539095834,Normal,3.1546662536291903,6.301385147702073,False
5_149,5,Normal,False,2949,294.841,0,333.81756527636486,508,47.98165726144217,337.2471284322652,1299.7358426585283,1343,15.013621375549022,1299.8225236863689,1850.9932180400135,9510,1561.7714557540944,2421.6686125703022,28.63750423872499,1409,739.5060609692949,739.9350502597619,Normal,2.8669494938692264,6.301385147702073,False
5_15,5,NoNose,True,3225,322.415,0,432.34542635658914,627,46.74341687118797,434.8641594904118,1309.9122480620156,1364,14.941097814707911,1309.9974293128219,1638.352558139535,9657,1281.6342804029184,2079.9702412152647,604.1556589147286,1233,119.51446160200705,615.8598360620853,NoNose,16.683775861817207,6.301385147702073,True
5_150,5,Normal,False,2950,295.0,0,336.50881355932205,566,49.76850196672614,340.1679669850056,1300.5033898305085,1351,15.251830503481079,1300.5927904000844,1836.2050847457626,8805,1526.3126655358508,2387.569844217536,8.8264406779661,1389,741.3104979495222,741.2373946680223,Normal,3.3532066933893856,6.301385147702073,False
5_151,5,Normal,False,3199,319.881,0,338.9184120037512,483,49.34029994566573,342.4899913657084,1299.493591747421,1363,15.458407333727544,1299.585504170783,1800.231634885902,8725,1459.2734265750162,2317.249922335375,19.431384807752423,1436,745.8568171640724,745.9933455365874,Normal,3.6117125581361154,6.301385147702073,False
5_152,5,Normal,False,2953,295.318,0,338.47307822553336,500,47.55001684761331,341.7956452651914,1299.150355570606,1370,15.599593079418623,1299.2439768098477,1836.116830342025,8900,1526.870514479081,2387.8586857153327,28.409752793769048,1413,743.8871711312714,744.3035977212292,Normal,1.9344511672433298,6.301385147702073,False
5_153,5,Normal,False,2951,295.009,0,342.45137241613014,542,46.47447548756897,345.5894781789378,1300.1846831582513,1358,15.413359247124982,1300.2760097214489,1842.1274144357844,9013,1538.73122950092,2400.067680622561,30.564215520162655,1401,758.7422285266224,759.2291206713321,Normal,2.1506969035233374,6.301385147702073,False
5_154,5,Normal,False,2952,295.197,0,347.4969512195122,585,44.62259364142062,350.3493006309197,1302.4037940379403,1360,15.127680664920915,1302.4916168344882,1850.1260162601627,9509,1567.6986916414444,2424.8325543564174,29.273373983739837,1435,749.5470748934044,749.9916194202053,Normal,3.2033771595834906,6.301385147702073,False
5_155,5,Normal,False,2951,294.998,0,342.1558793629278,582,49.41266665128351,345.7042522499843,1302.5967468654694,1347,15.858314706983581,1302.6932431962625,1860.6899356150457,9420,1590.7407234528246,2447.8083247496434,29.49847509318875,1492,759.8924289935659,760.3361025344976,Normal,3.798130051084796,6.301385147702073,False
5_156,5,Normal,False,2953,295.185,0,342.6820182864883,610,46.49998694222437,345.8214600360563,1302.5899085675585,1386,15.415171090666165,1302.6810879612606,1847.1056552658313,8918,1560.9993870575859,2418.2004095592274,26.162546562817475,1462,750.3035505807693,750.6325721558499,Normal,3.3661713428900826,6.301385147702073,False
5_157,5,Normal,False,2951,295.011,0,336.1995933581837,484,46.299531203513226,339.37160569242405,1301.0013554727211,1352,14.838954627373765,1301.0859490822872,1825.6557099288377,8780,1497.133385609152,2360.861623120726,33.236191121653675,1404,752.3283227499765,752.9347587486499,Normal,2.606267822234384,6.301385147702073,False
5_158,5,Normal,False,2951,295.105,0,335.97560149102,491,45.98941751267388,339.1075266124575,1300.3327685530328,1359,14.737076743461891,1300.4162475176406,1847.7638088783463,8702,1554.6579130367313,2414.6165924874467,26.091155540494746,1413,753.7797903670653,754.1035613856207,Normal,2.188163269126019,6.301385147702073,False
5_159,5,Normal,False,2953,295.311,0,333.925499492042,479,47.2939676919102,337.25687710018826,1299.8154419234677,1347,14.94262305247794,1299.9012998818307,1846.8442262106332,8967,1542.1182079171886,2405.858856370456,0.5722993565865222,1398,743.8133067985715,743.6875743635788,Normal,2.7173095226414636,6.301385147702073,False
5_16,5,NoNose,True,2951,294.996,0,434.95560826838357,566,46.32931196715772,437.41520202556217,1311.579125720095,1367,15.08753300749744,1311.66587191218,1655.1409691629956,8883,1302.7837440840947,2106.2198292588064,598.0664181633344,1826,139.43176325386318,614.0993967828896,NoNose,30.671097145505453,6.301385147702073,True
5_160,5,Normal,False,2953,295.183,0,332.3105316627159,549,50.061744540295244,336.05895172051794,1299.7185912631223,1376,16.755971606106662,1299.826559192568,1848.800541821876,8825,1562.3858446667014,2420.389707729753,37.87334913647138,1369,736.6605476129488,737.5089045936281,Normal,3.8654417330247104,6.301385147702073,False
5_161,5,Normal,False,2954,295.291,0,334.8138117806364,543,48.99194318055389,338.37802311430244,1298.8371699390657,1373,15.763691351723573,1298.9327942042169,1823.409952606635,8974,1499.3332037016025,2360.52174506761,21.59072444143534,1396,742.0194386516398,742.2079343461401,Normal,3.04211837096321,6.301385147702073,False
5_162,5,Normal,False,3593,359.292,0,339.1244085722238,534,47.271026447083436,342.4022378916647,1299.1733927080434,1354,15.798538318877911,1299.2694211235992,1758.3339827442248,9050,1411.8522198739508,2254.8858740604974,24.627052602282216,1410,756.3791714953301,756.674774185129,Normal,4.472416784470107,6.301385147702073,False
5_163,5,Normal,False,2953,295.109,0,338.40907551642397,470,47.856329408873066,341.7750065416019,1299.2231628852014,1350,15.45651229230226,1299.3150695068584,1840.9698611581443,8973,1531.4270702130466,2394.503017817394,3.894344734168642,1390,743.5272603853635,743.4115564718982,Normal,2.6827344007167038,6.301385147702073,False
