robot,klass,t_bin,value
R04,"NoNose,NoBody2",64,645.7337592733892
R04,"NoNose,NoBody2",65,641.4716672482028
R04,"NoNose,NoBody2",66,643.7770352131904
R04,"NoNose,NoBody2",67,626.0193970340731
R04,"NoNose,NoBody2",68,634.0442583496617
R04,"NoNose,NoBody2",69,634.1888711046786
R04,"NoNose,NoBody2",70,636.2659764302799
R04,"NoNose,NoBody2",71,636.0157551364717
R04,"NoNose,NoBody2",72,630.3375508814173
R04,"NoNose,NoBody2",73,627.7925431258915
R04,"NoNose,NoBody2",74,583.7986534586489
R04,"NoNose,NoBody2",75,582.5496050367042
R04,"NoNose,NoBody2",76,559.3939138429168
R04,"NoNose,NoBody2",77,530.1491979022708
R04,"NoNose,NoBody2",78,486.54032066597904
R04,"NoNose,NoBody2",79,527.913472399835
R04,"NoNose,NoBody2",80,518.0564646670302
R04,"NoNose,NoBody2",81,490.7243665475469
R04,"NoNose,NoBody2",82,577.0847719085943
R04,"NoNose,NoBody2",83,601.8602726927733
R04,"NoNose,NoBody2",84,632.6572158409164
R04,"NoNose,NoBody2",85,611.5264121253338
R04,"NoNose,NoBody2",86,588.3978977192015
R04,"NoNose,NoBody2",87,608.5708620989246
R04,"NoNose,NoBody2",88,611.0166816320911
R04,"NoNose,NoBody2",89,603.4132567789159
R04,"NoNose,NoBody2",90,438.9004976605764
R04,"NoNose,NoBody2",91,525.8717277806941
R04,"NoNose,NoBody2",92,584.4005099461161
R04,"NoNose,NoBody2",93,567.1725336697062
R04,"NoNose,NoBody2",94,575.2026061197128
R04,"NoNose,NoBody2",95,602.253208418353
R04,"NoNose,NoBody2",96,630.2250983554541
R04,"NoNose,NoBody2",97,605.0624623665094
R04,"NoNose,NoBody2",98,615.1500486569879
R04,"NoNose,NoBody2",99,565.0214538753373
R04,"NoNose,NoBody2,NoBody1",0,242.9521629842778
R04,"NoNose,NoBody2,NoBody1",1,237.8758003579078
R04,"NoNose,NoBody2,NoBody1",2,204.48926192637956
R04,"NoNose,NoBody2,NoBody1",3,189.23487863529087
R04,"NoNose,NoBody2,NoBody1",4,240.48417428331058
R04,"NoNose,NoBody2,NoBody1",5,212.50065500637663
R04,"NoNose,NoBody2,NoBody1",6,197.30924007024205
R04,"NoNose,NoBody2,NoBody1",7,197.68891713897276
R04,"NoNose,NoBody2,NoBody1",8,187.24514680721578
R04,"NoNose,NoBody2,NoBody1",9,192.8543154201369
R04,"NoNose,NoBody2,NoBody1",10,162.27228582835264
R04,"NoNose,NoBody2,NoBody1",11,190.78345218206175
R04,"NoNose,NoBody2,NoBody1",12,168.48338243143584
R04,"NoNose,NoBody2,NoBody1",13,180.77015482633163
R04,"NoNose,NoBody2,NoBody1",14,187.1002321204572
R04,"NoNose,NoBody2,NoBody1",15,162.49524796191463
R04,"NoNose,NoBody2,NoBody1",16,177.06975373266351
R04,"NoNose,NoBody2,NoBody1",17,207.92709176331894
R04,"NoNose,NoBody2,NoBody1",18,179.32515962229127
R04,"NoNose,NoBody2,NoBody1",19,213.69190009869686
R04,"NoNose,NoBody2,NoBody1",20,169.91615288202564
R04,"NoNose,NoBody2,NoBody1",21,163.76004967717984
R04,"NoNose,NoBody2,NoBody1",22,163.68048512586125
R04,"NoNose,NoBody2,NoBody1",23,196.57798294030573
R04,"NoNose,NoBody2,NoBody1",24,179.77395121306412
R04,"NoNose,NoBody2,NoBody1",25,213.87713388864665
R04,"NoNose,NoBody2,NoBody1",26,179.0165174164843
R04,"NoNose,NoBody2,NoBody1",27,118.57441839910146
R04,"NoNose,NoBody2,NoBody1",28,169.56615583778077
R04,"NoNose,NoBody2,NoBody1",29,171.01626756679806
R04,"NoNose,NoBody2,NoBody1",30,184.77097377783434
R04,"NoNose,NoBody2,NoBody1",31,155.93051634573695
R04,"NoNose,NoBody2,NoBody1",32,160.7374172202575
R04,"NoNose,NoBody2,NoBody1",33,145.06877552457527
R04,"NoNose,NoBody2,NoBody1",34,169.4597583987786
R04,"NoNose,NoBody2,NoBody1",35,160.0632513520653
R04,"NoNose,NoBody2,NoBody1",36,154.76681877584514
R04,"NoNose,NoBody2,NoBody1",37,173.45581539181373
R04,"NoNose,NoBody2,NoBody1",38,191.28641761773017
R04,"NoNose,NoBody2,NoBody1",39,182.78251984560845
R04,"NoNose,NoBody2,NoBody1",40,225.16745528494977
R04,"NoNose,NoBody2,NoBody1",41,175.43618757962963
R04,"NoNose,NoBody2,NoBody1",42,233.03210737630928
R04,"NoNose,NoBody2,NoBody1",43,157.10433238125117
R04,"NoNose,NoBody2,NoBody1",44,179.79470507685625
R04,"NoNose,NoBody2,NoBody1",45,163.65833931979856
R04,"NoNose,NoBody2,NoBody1",46,201.92815138623445
R04,"NoNose,NoBody2,NoBody1",47,140.59666851647367
R04,"NoNose,NoBody2,NoBody1",48,180.43215780586715
R04,"NoNose,NoBody2,NoBody1",49,183.62792990483123
R04,"NoNose,NoBody2,NoBody1",50,206.29961310108027
R04,"NoNose,NoBody2,NoBody1",51,182.10865551715352
R04,"NoNose,NoBody2,NoBody1",52,193.05394947916704
R04,"NoNose,NoBody2,NoBody1",53,197.16704807924995
R04,"NoNose,NoBody2,NoBody1",54,166.9141276430487
R04,"NoNose,NoBody2,NoBody1",55,182.43850039673177
R04,"NoNose,NoBody2,NoBody1",56,162.53094515997742
R04,"NoNose,NoBody2,NoBody1",57,220.8602939304438
R04,"NoNose,NoBody2,NoBody1",58,187.63937658303743
R04,"NoNose,NoBody2,NoBody1",59,226.16735347112606
R04,"NoNose,NoBody2,NoBody1",60,188.94464255776825
R04,"NoNose,NoBody2,NoBody1",61,206.091763581092
R04,"NoNose,NoBody2,NoBody1",62,168.1791907005205
R04,"NoNose,NoBody2,NoBody1",63,197.4867820644934
R04,"NoNose,NoBody2,NoBody1",64,177.6343207920058
R04,"NoNose,NoBody2,NoBody1",65,264.0914436326201
R04,"NoNose,NoBody2,NoBody1",66,466.4665826214687
R04,"NoNose,NoBody2,NoBody1",67,518.4979460283046
R04,"NoNose,NoBody2,NoBody1",68,483.76138283586755
R04,"NoNose,NoBody2,NoBody1",69,400.9679600329837
R04,"NoNose,NoBody2,NoBody1",70,390.05370616004325
R04,"NoNose,NoBody2,NoBody1",71,200.88868063657864
R04,"NoNose,NoBody2,NoBody1",72,251.48897235204748
R04,"NoNose,NoBody2,NoBody1",73,178.23102891117207
R04,"NoNose,NoBody2,NoBody1",74,149.52865741593249
R04,"NoNose,NoBody2,NoBody1",75,70.57869865277075
R04,"NoNose,NoBody2,NoBody1",76,106.5823339443954
R04,"NoNose,NoBody2,NoBody1",77,108.3980039178949
R04,"NoNose,NoBody2,NoBody1",78,43.958809885269844
R04,"NoNose,NoBody2,NoBody1",79,248.88164419509377
R04,"NoNose,NoBody2,NoBody1",80,29.74706458379821
R04,"NoNose,NoBody2,NoBody1",81,94.16701000898148
R04,"NoNose,NoBody2,NoBody1",82,160.92656965127682
R04,"NoNose,NoBody2,NoBody1",83,135.2687261638253
R04,"NoNose,NoBody2,NoBody1",84,224.1400776633028
R04,"NoNose,NoBody2,NoBody1",85,218.54909730667
R04,"NoNose,NoBody2,NoBody1",86,136.49862943569178
R04,"NoNose,NoBody2,NoBody1",87,125.31984884783705
R04,"NoNose,NoBody2,NoBody1",88,145.08243825989035
R04,"NoNose,NoBody2,NoBody1",89,152.9865387751176
R04,"NoNose,NoBody2,NoBody1",90,73.59376467895234
R04,"NoNose,NoBody2,NoBody1",91,14.825589165911746
R04,"NoNose,NoBody2,NoBody1",92,97.61516945749426
R04,"NoNose,NoBody2,NoBody1",93,252.2071509942216
R04,"NoNose,NoBody2,NoBody1",94,95.0159550497704
R04,"NoNose,NoBody2,NoBody1",95,135.46856989073544
R04,"NoNose,NoBody2,NoBody1",96,117.32661603464457
R04,"NoNose,NoBody2,NoBody1",97,142.44947103141502
R04,"NoNose,NoBody2,NoBody1",98,81.6901115478849
R04,"NoNose,NoBody2,NoBody1",99,131.0378302999078
R04,Normal,0,38.442638812504896
R04,Normal,1,64.28854135698546
R04,Normal,2,79.21100801503455
R04,Normal,3,92.55787641553307
R04,Normal,4,74.02985351683087
R04,Normal,5,60.28366521314519
R04,Normal,6,71.70689709686471
R04,Normal,7,85.00648085373706
R04,Normal,8,59.96883505678463
R04,Normal,9,67.76827369602675
R04,Normal,10,92.49995160232379
R04,Normal,11,74.99635830155621
R04,Normal,12,60.57914609625457
R04,Normal,13,60.42726502246941
R04,Normal,14,61.70655914361734
R04,Normal,15,58.86711916864401
R04,Normal,16,71.48689715851759
R04,Normal,17,62.34040860366407
R04,Normal,18,67.99271006055191
R04,Normal,19,80.9298591032856
R04,Normal,20,67.64215632465404
R04,Normal,21,53.07871018867973
R04,Normal,22,76.95403694381726
R04,Normal,23,70.64500488087927
R04,Normal,24,66.09514999662167
R04,Normal,25,63.34053965903175
R04,Normal,26,65.54309064962568
R04,Normal,27,68.98105373008042
R04,Normal,28,48.96090329563633
R04,Normal,29,76.20662245172814
R04,Normal,30,55.31050003765521
R04,Normal,31,66.66776254669747
R04,Normal,32,77.05011928015266
R04,Normal,33,64.70028265537464
R04,Normal,34,71.14084671744804
R04,Normal,35,59.50311748210803
R04,Normal,36,80.32340317994178
R04,Normal,37,82.14829758891912
R04,Normal,38,102.98819822162424
R04,Normal,39,74.58540542866876
R04,Normal,40,65.30725781796416
R04,Normal,41,51.076251060854325
R04,Normal,42,90.79478665207496
R04,Normal,43,61.270602257698215
R04,Normal,44,74.24201876806623
R04,Normal,45,76.53176710947236
R04,Normal,46,79.45635591046
R04,Normal,47,69.49883190436583
R04,Normal,48,67.31046353422836
R04,Normal,49,73.45786125787843
R04,Normal,50,64.26628976805561
R04,Normal,51,65.57228066103961
R04,Normal,52,50.6609761822475
R04,Normal,53,64.82144544917533
R04,Normal,54,66.23515237749118
R04,Normal,55,85.09858399593755
R04,Normal,56,73.62533379590991
R04,Normal,57,67.92096849620255
R04,Normal,58,61.54580318080599
R04,Normal,59,75.27064212902644
R04,Normal,60,72.36745978134743
R04,Normal,61,62.78916704497211
R04,Normal,62,83.4771927029607
R04,Normal,63,66.53916377728484
R04,Normal,64,77.50878784147831
R04,Normal,65,97.57765230026075
R04,Normal,66,242.22347533891147
R04,Normal,67,335.05034025729475
R04,Normal,68,255.76676661893447
R04,Normal,69,388.6355487573369
R04,Normal,70,176.4895556493937
R04,Normal,71,77.13921264045709
R04,Normal,72,68.15970722553486
R04,Normal,73,85.38195302573533
R04,Normal,74,63.294422884208764
R04,Normal,75,70.46957980721449
R04,Normal,76,68.61389648550383
R04,Normal,77,88.096452969219
R04,Normal,78,62.43789146087301
R04,Normal,79,83.03710527102027
R04,Normal,80,95.89528715994929
R04,Normal,81,73.42232200619715
R04,Normal,82,70.16026709564464
R04,Normal,83,47.978047669359505
R04,Normal,84,81.41991442019741
R04,Normal,85,230.7831833505019
R04,Normal,86,130.0899293219927
R04,Normal,87,62.379563448015595
R04,Normal,88,90.24175470412956
R04,Normal,89,95.64046890273252
R04,Normal,90,73.00871917929065
R04,Normal,91,53.82689205359673
R04,Normal,92,76.70824059949967
R04,Normal,93,98.24568865263619
R04,Normal,94,62.05644050559234
R04,Normal,95,85.34752496364008
R04,Normal,96,59.70120267363038
R04,Normal,97,62.832291587630856
R04,Normal,98,72.35902728268552
R04,Normal,99,77.85960689829894
